Brand,Store Number,Name,Ownership Type,Facility ID,Features - Products,Features - Service,Features - Stations,Food Region,Venue Type,Phone Number,Location,Street Address,Street Line 1,Street Line 2,City,State,Zip,Country,Coordinates,Latitude,Longitude,Insert Date
Starbucks,76823,Target Virginia Beach East T-1047,Licensed,6430,,Starbucks Card Mobile,,9999,Unknown,757-428-0233,"525 First Colonial Rd
Virginia Beach, VA 23451-6119
(36.846658, -76.021848)",525 First Colonial Rd,525 First Colonial Rd,,Virginia Beach,VA,23451-6119,US,"(36.846658, -76.021848)",36.846658,-76.021848,06/22/2012 06:31:28 PM
Starbucks,8774,Battlefield & Volvo,Company Owned,9439,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,757-312-0293,"1217 N. Battlefield Blvd.
Chesapeake, VA 23320-4711
(36.763157, -76.250743)",1217 N. Battlefield Blvd.,1217 N. Battlefield Blvd.,,Chesapeake,VA,23320-4711,US,"(36.763157, -76.250743)",36.763157,-76.250743,06/22/2012 06:31:28 PM
Starbucks,7720,Lynnhaven Mall,Company Owned,15064,Lunch,Starbucks Card Mobile,,9999,Unknown,757-431-8622,"701 Lynnhaven Pkwy, #K16
Virginia Beach, VA 23452-7233
(36.815646, -76.071625)","701 Lynnhaven Pkwy, #K16",701 Lynnhaven Pkwy,#K16,Virginia Beach,VA,23452-7233,US,"(36.815646, -76.071625)",36.815646,-76.071625,06/22/2012 06:31:28 PM
Starbucks,7766,Princess Anne,Company Owned,15289,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,757-471-6598,"2005 Lynnhaven Parkway
Virginia Beach, VA 23456-1410
(36.793092, -76.119657)",2005 Lynnhaven Parkway,2005 Lynnhaven Parkway,,Virginia Beach,VA,23456-1410,US,"(36.793092, -76.119657)",36.793092,-76.119657,06/22/2012 06:31:28 PM
Starbucks,79476,Farm Fresh-Chesapeake #676,Licensed,10167,,,,9999,Unknown,757-217-0370,"1400 Kempsville Rd.
Chesapeake, VA 23320-8188
(36.764895, -76.202182)",1400 Kempsville Rd.,1400 Kempsville Rd.,,Chesapeake,VA,23320-8188,US,"(36.764895, -76.202182)",36.764895,-76.202182,06/22/2012 06:31:28 PM
Starbucks,8888,31 Ocean,Company Owned,9556,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,757-425-3162,"241 Laskin Road
Virginia Beach, VA 23451-3017
(36.858956, -75.979048)",241 Laskin Road,241 Laskin Road,,Virginia Beach,VA,23451-3017,US,"(36.858956, -75.979048)",36.858956,-75.979048,06/22/2012 06:31:28 PM
Starbucks,79315,Farm Fresh-Virginia Beach # 911,Licensed,8144,,,,9999,Unknown,737-416-9832,"2058 S. Independence Blvd.
Virginia Beach, VA 23453-4747
(36.789041, -76.108336)",2058 S. Independence Blvd.,2058 S. Independence Blvd.,,Virginia Beach,VA,23453-4747,US,"(36.789041, -76.108336)",36.789041,-76.108336,06/22/2012 06:31:28 PM
Starbucks,79239,Farm Fresh - Suffolk #188,Licensed,9711,,,,9999,Unknown,757-539-4800,"1401 N Main St
Suffolk, VA 23434-4352
(36.750334, -76.583326)",1401 N Main St,1401 N Main St,,Suffolk,VA,23434-4352,US,"(36.750334, -76.583326)",36.750334,-76.583326,06/22/2012 06:31:28 PM
Starbucks,10926,"Suffolk, VA",Company Owned,7321,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,757-923-0158,"1201 North Main St.
Suffolk, VA 23434-4356
(36.748867864684, -76.583626)",1201 North Main St.,1201 North Main St.,,Suffolk,VA,23434-4356,US,"(36.748867864684, -76.583626)",36.748867864684,-76.583626,06/22/2012 06:31:28 PM
Starbucks,72979,Farm Fresh-Chesapeake #190,Licensed,9813,,,,9999,Unknown,757-549-1482,"1620 Cedar Rd
Chesapeake, VA 23322-7197
(36.728206, -76.299591)",1620 Cedar Rd,1620 Cedar Rd,,Chesapeake,VA,23322-7197,US,"(36.728206, -76.299591)",36.728206,-76.299591,06/22/2012 06:31:28 PM
Starbucks,14418,Landstown Commons,Company Owned,10799,"Lunch, Oven-warmed Food",Starbucks Card Mobile,,9999,Unknown,757-368-0480,"3376 Princess Anne Rd, Suite 209
Virginia Beach, VA 23456-2619
(36.77384, -76.08815)","3376 Princess Anne Rd, Suite 209",3376 Princess Anne Rd,Suite 209,Virginia Beach,VA,23456-2619,US,"(36.77384, -76.08815)",36.77384,-76.08815,06/22/2012 06:31:28 PM
Starbucks,11659,Country Club Shops,Company Owned,16995,"Lunch, Oven-warmed Food",Starbucks Card Mobile,Drive-Through,9999,Unknown,757-609-3054,"940 Cedar Road, Suite 101
Chesapeake, VA 23322-7459
(36.712226, -76.276325)","940 Cedar Road, Suite 101",940 Cedar Road,Suite 101,Chesapeake,VA,23322-7459,US,"(36.712226, -76.276325)",36.712226,-76.276325,06/22/2012 06:31:28 PM
Starbucks,72970,Farm Fresh-Chesapeake #232,Licensed,14648,,,,9999,Unknown,757-482-3377,"309 S Battlefield Blvd
Chesapeake, VA 23320-3915
(36.71484, -76.23846)",309 S Battlefield Blvd,309 S Battlefield Blvd,,Chesapeake,VA,23320-3915,US,"(36.71484, -76.23846)",36.71484,-76.23846,06/22/2012 06:31:28 PM
Starbucks,72899,Farm Fresh-Virginia Beach #197,Licensed,11188,,,,9999,Unknown,757-721-3200,"1615 General Booth Rd
Virginia Beach, VA 23454-5691
(36.785016, -76.001752)",1615 General Booth Rd,1615 General Booth Rd,,Virginia Beach,VA,23454-5691,US,"(36.785016, -76.001752)",36.785016,-76.001752,06/22/2012 06:31:28 PM
Starbucks,79268,Harris Teeter-Virginia Beach #239,Licensed,9441,,,,9999,Unknown,757-563-9410,"2476 Nimmo Parkway
Virginia Beach, VA 23456-2545
(36.754865, -76.064881)",2476 Nimmo Parkway,2476 Nimmo Parkway,,Virginia Beach,VA,23456-2545,US,"(36.754865, -76.064881)",36.754865,-76.064881,06/22/2012 06:31:28 PM
Starbucks,79373,Farm Fresh-Chesapeake #669,Licensed,7419,,,,9999,Unknown,787-615-6566,"1764 Mount Pleasant Road
Chesapeake, VA 23322-1200
(36.716232, -76.162933)",1764 Mount Pleasant Road,1764 Mount Pleasant Road,,Chesapeake,VA,23322-1200,US,"(36.716232, -76.162933)",36.716232,-76.162933,06/22/2012 06:31:28 PM
Starbucks,79363,Farm Fresh-Virginia Beach #804,Licensed,7162,,,,9999,Unknown,757-427-6220,"2129 General Booth Blvd
Virginia Beach, VA 23454-5872
(36.76817, -76.015734)",2129 General Booth Blvd,2129 General Booth Blvd,,Virginia Beach,VA,23454-5872,US,"(36.76817, -76.015734)",36.76817,-76.015734,06/22/2012 06:31:28 PM
Starbucks,11573,Hanbury Village,Company Owned,10363,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,757-482-1436,"237 Hanbury Rd East, Suite 112
Chesapeake, VA 23322-4226
(36.690197, -76.236984)","237 Hanbury Rd East, Suite 112",237 Hanbury Rd East,Suite 112,Chesapeake,VA,23322-4226,US,"(36.690197, -76.236984)",36.690197,-76.236984,06/22/2012 06:31:28 PM
Starbucks,7756,Red Mill Commons,Company Owned,15287,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,757-427-9558,"1169 Nimmo Parkway, Suite 250
Virginia Beach, VA 23456-7760
(36.760837, -76.010591)","1169 Nimmo Parkway, Suite 250",1169 Nimmo Parkway,Suite 250,Virginia Beach,VA,23456-7760,US,"(36.760837, -76.010591)",36.760837,-76.010591,06/22/2012 06:31:28 PM
Starbucks,76892,Target Virginia Beach SE T-2396,Licensed,6553,,Starbucks Card Mobile,,9999,Unknown,757-430-5100,"2233 Upton Dr
Virginia Beach, VA 23454-1186
(36.755403, -76.009637)",2233 Upton Dr,2233 Upton Dr,,Virginia Beach,VA,23454-1186,US,"(36.755403, -76.009637)",36.755403,-76.009637,06/22/2012 06:31:28 PM
Starbucks,76685,Target Chesapeake South T-2203,Licensed,10114,,Starbucks Card Mobile,,9999,Unknown,757-421-6640,"233 Carmichael Way
Chesapeake, VA 23322-2182
(36.658549, -76.234138)",233 Carmichael Way,233 Carmichael Way,,Chesapeake,VA,23322-2182,US,"(36.658549, -76.234138)",36.658549,-76.234138,06/22/2012 06:31:28 PM
Starbucks,73894,Farm Fresh-Franklin #674,Licensed,10457,,,,9999,Unknown,757-516-2621,"1500 Armory Dr
Franklin, VA 23851-2452
(36.669123, -76.952823)",1500 Armory Dr,1500 Armory Dr,,Franklin,VA,23851-2452,US,"(36.669123, -76.952823)",36.669123,-76.952823,06/22/2012 06:31:28 PM
Starbucks,75783,Davis Oil Travel Plaza,Licensed,14650,,Wireless Hotspot,,9999,Unknown,434-246-2600,"13306 A St. John's Church Road
Stony Creek, VA 23882-3207
(36.97253, -77.393668)",13306 A St. John's Church Road,13306 A St. John's Church Road,,Stony Creek,VA,23882-3207,US,"(36.97253, -77.393668)",36.97253,-77.393668,06/22/2012 06:31:28 PM
Starbucks,72949,Farm Fresh-Elizabeth City #469,Licensed,15736,,,,9999,Unknown,252-331-1368,"691 S Hughes Blvd
Elizabeth City, NC 27909-4530
(36.290986, -76.25259)",691 S Hughes Blvd,691 S Hughes Blvd,,Elizabeth City,NC,27909-4530,US,"(36.290986, -76.25259)",36.290986,-76.25259,06/22/2012 06:31:38 PM
Starbucks,9272,Roanoke Rapids,Company Owned,14789,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,252-533-5900,"298 Premier Blvd.
Roanoke Rapids, NC 27870-5076
(36.4324, -77.6388)",298 Premier Blvd.,298 Premier Blvd.,,Roanoke Rapids,NC,27870-5076,US,"(36.4324, -77.6388)",36.4324,-77.6388,06/22/2012 06:31:38 PM
Starbucks,13258,Kitty Hawk,Company Owned,10765,Oven-warmed Food,Starbucks Card Mobile,,9999,Unknown,252-255-0790,"5597-A North Croatan Highway
Kitty Hawk, NC 27949-4090
(36.098345, -75.724577)",5597-A North Croatan Highway,5597-A North Croatan Highway,,Kitty Hawk,NC,27949-4090,US,"(36.098345, -75.724577)",36.098345,-75.724577,06/22/2012 06:31:38 PM
Starbucks,76569,Target Rocky Mount T-962,Licensed,10147,,Starbucks Card Mobile,,9999,Unknown,252-443-1195,"731 Sutters Creek Blvd
Rocky Mount, NC 27804-8452
(35.97197, -77.813097)",731 Sutters Creek Blvd,731 Sutters Creek Blvd,,Rocky Mount,NC,27804-8452,US,"(35.97197, -77.813097)",35.97197,-77.813097,06/22/2012 06:31:47 PM
Starbucks,76100,Super Target Wake Forest ST-1504,Licensed,12631,,Starbucks Card Mobile,,9999,Unknown,919-761-1001,"12000 Retail Dr
Wake Forest, NC 27587-7353
(35.974413, -78.541991)",12000 Retail Dr,12000 Retail Dr,,Wake Forest,NC,27587-7353,US,"(35.974413, -78.541991)",35.974413,-78.541991,06/22/2012 06:31:47 PM
Starbucks,2970,Wakefield Commons,Company Owned,16246,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,919-453-1010,"10760 Wakefield Commons Dr., Ste. 109
Raleigh, NC 27614-8437
(35.942808, -78.540942)","10760 Wakefield Commons Dr., Ste. 109",10760 Wakefield Commons Dr.,Ste. 109,Raleigh,NC,27614-8437,US,"(35.942808, -78.540942)",35.942808,-78.540942,06/22/2012 06:31:49 PM
Starbucks,8495,Village @ Falls Pointe,Company Owned,15406,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-847-1363,"9630 Falls of the Neuse Road, 101
Raleigh, NC 27615-2434
(35.904805, -78.601879)","9630 Falls of the Neuse Road, 101",9630 Falls of the Neuse Road,101,Raleigh,NC,27615-2434,US,"(35.904805, -78.601879)",35.904805,-78.601879,06/22/2012 06:31:49 PM
Starbucks,13656,Guess Road,Company Owned,18342,Oven-warmed Food,Starbucks Card Mobile,Drive-Through,9999,Unknown,919-471-2957,"3801 Guess Road
Durham, NC 27705-1505
(36.05782, -78.929413)",3801 Guess Road,3801 Guess Road,,Durham,NC,27705-1505,US,"(36.05782, -78.929413)",36.05782,-78.929413,06/22/2012 06:31:49 PM
Starbucks,16019,Six Forks & Strickland,Company Owned,66396,Oven-warmed Food,Wireless Hotspot,Drive-Through,0,Unknown,919-845-4566,"9441 Strickland Road, Unit R06
Raleigh, NC 27615-1934
(35.900957, -78.652882)","9441 Strickland Road, Unit R06",9441 Strickland Road,Unit R06,Raleigh,NC,27615-1934,US,"(35.900957, -78.652882)",35.900957,-78.652882,06/22/2012 06:31:49 PM
Starbucks,76118,Super Target Raleigh ST-1826,Licensed,12802,,Starbucks Card Mobile,,9999,Unknown,919-790-1024,"7900 Old Wake Forest Rd
Raleigh, NC 27616-3319
(35.86614, -78.567968)",7900 Old Wake Forest Rd,7900 Old Wake Forest Rd,,Raleigh,NC,27616-3319,US,"(35.86614, -78.567968)",35.86614,-78.567968,06/22/2012 06:31:49 PM
Starbucks,8529,Triangle Towne Mall,Company Owned,15411,,Starbucks Card Mobile,,9999,Unknown,919-792-2227,"5959 Triangle Town Boulevard, Unit CL1136
Raleigh, NC 27616-3268
(35.87, -78.5861)","5959 Triangle Town Boulevard, Unit CL1136",5959 Triangle Town Boulevard,Unit CL1136,Raleigh,NC,27616-3268,US,"(35.87, -78.5861)",35.87,-78.5861,06/22/2012 06:31:49 PM
Starbucks,8270,Stonehenge,Company Owned,8974,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-846-0633,"7498 Creedmor Road
Raleigh, NC 27613-1664
(35.887792, -78.678749)",7498 Creedmor Road,7498 Creedmor Road,,Raleigh,NC,27613-1664,US,"(35.887792, -78.678749)",35.887792,-78.678749,06/22/2012 06:31:49 PM
Starbucks,79410,Kroger - Durham #332,Licensed,10181,,,,9999,Unknown,919-383-2249,"3457 Hillsborough Road
Durham, NC 27705-3008
(36.018821, -78.948098)",3457 Hillsborough Road,3457 Hillsborough Road,,Durham,NC,27705-3008,US,"(36.018821, -78.948098)",36.018821,-78.948098,06/22/2012 06:31:49 PM
Starbucks,8171,Duke University Hospital,Licensed,19477,Oven-warmed Food,Wireless Hotspot,,0,Unknown,919-681-9702,"2301 Erwin Rd
Durham, NC 27705-4699
(36.008233, -78.937415)",2301 Erwin Rd,2301 Erwin Rd,,Durham,NC,27705-4699,US,"(36.008233, -78.937415)",36.008233,-78.937415,06/22/2012 06:31:49 PM
Starbucks,76923,Target Danville T-2407,Licensed,7724,,Starbucks Card Mobile,,9999,Unknown,434-799-9950,"236 Coleman St
Danville, VA 24540-4017
(36.601234, -79.416515)",236 Coleman St,236 Coleman St,,Danville,VA,24540-4017,US,"(36.601234, -79.416515)",36.601234,-79.416515,06/22/2012 06:31:49 PM
Starbucks,11077,"Danville, VA",Company Owned,18131,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,434-793-0380,"133 Enterprise Dr., Suite C
Danville, VA 24540-4071
(36.593309, -79.425802)","133 Enterprise Dr., Suite C",133 Enterprise Dr.,Suite C,Danville,VA,24540-4071,US,"(36.593309, -79.425802)",36.593309,-79.425802,06/22/2012 06:31:49 PM
Starbucks,76134,Super Target-Durham ST-1872,Licensed,9146,,Starbucks Card Mobile,,9999,Unknown,919-765-0008,"4037 Chapel Hill Blvd
Durham, NC 27707-2516
(35.966583, -78.958499)",4037 Chapel Hill Blvd,4037 Chapel Hill Blvd,,Durham,NC,27707-2516,US,"(35.966583, -78.958499)",35.966583,-78.958499,06/22/2012 06:31:49 PM
Starbucks,8220,The Commons - HT,Company Owned,11430,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-403-6676,"1817 Martin Luther King Jr. Pkwy
Durham, NC 27707-3585
(35.960793, -78.958121)",1817 Martin Luther King Jr. Pkwy,1817 Martin Luther King Jr. Pkwy,,Durham,NC,27707-3585,US,"(35.960793, -78.958121)",35.960793,-78.958121,06/22/2012 06:31:49 PM
Starbucks,8875,Alexander Place,Company Owned,12299,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-957-9587,"7854 Alexander Promenade Pl., Bldg. H, Ste. 1
Raleigh, NC 27617-7833
(35.9022, -78.7894)","7854 Alexander Promenade Pl., Bldg. H, Ste. 1",7854 Alexander Promenade Pl.,"Bldg. H, Ste. 1",Raleigh,NC,27617-7833,US,"(35.9022, -78.7894)",35.9022,-78.7894,06/22/2012 06:31:49 PM
Starbucks,9715,Mount Moriah,Company Owned,17878,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-493-2471,"5319 New Hope Commons Dr, Suite 105
Durham, NC 27707-9610
(35.954334, -78.993956)","5319 New Hope Commons Dr, Suite 105",5319 New Hope Commons Dr,Suite 105,Durham,NC,27707-9610,US,"(35.954334, -78.993956)",35.954334,-78.993956,06/22/2012 06:31:49 PM
Starbucks,13203,"Parkwest Crossing, NC",Company Owned,17290,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,919-293-0232,"4834 NC Hwy 55
Durham, NC 27713-2257
(35.899313, -78.897146)",4834 NC Hwy 55,4834 NC Hwy 55,,Durham,NC,27713-2257,US,"(35.899313, -78.897146)",35.899313,-78.897146,06/22/2012 06:31:49 PM
Starbucks,73929,Harris Teeter - Durham #224,Licensed,7681,,,,9999,Unknown,919-403-0794,"1125 West North Carolina 54 Hwy
Durham, NC 27707-5715
(35.918291, -78.958331)",1125 West North Carolina 54 Hwy,1125 West North Carolina 54 Hwy,,Durham,NC,27707-5715,US,"(35.918291, -78.958331)",35.918291,-78.958331,06/22/2012 06:31:49 PM
Starbucks,9361,Renaissance Center at South Point,Company Owned,15761,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-544-4132,"6813 Fayetteville Road
Durham, NC 27713-8721
(35.904636, -78.937232)",6813 Fayetteville Road,6813 Fayetteville Road,,Durham,NC,27713-8721,US,"(35.904636, -78.937232)",35.904636,-78.937232,06/22/2012 06:31:49 PM
Starbucks,8715,Eastgate - Chapel Hill,Company Owned,17006,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-929-2613,"1800 E Franklin Street, Suite B
Chapel Hill, NC 27514-5816
(35.936579, -79.025396)","1800 E Franklin Street, Suite B",1800 E Franklin Street,Suite B,Chapel Hill,NC,27514-5816,US,"(35.936579, -79.025396)",35.936579,-79.025396,06/22/2012 06:31:49 PM
Starbucks,76480,Super Target Durham SE ST-2069,Licensed,8488,,Starbucks Card Mobile,,9999,Unknown,919-425-0001,"8210 Renaissance Pkwy
Durham, NC 27713-6688
(35.904151, -78.953058)",8210 Renaissance Pkwy,8210 Renaissance Pkwy,,Durham,NC,27713-6688,US,"(35.904151, -78.953058)",35.904151,-78.953058,06/22/2012 06:31:49 PM
Starbucks,8245,Franklin Street,Company Owned,15341,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,919-932-3824,"103 East Franklin Street
Chapel Hill, NC 27514-3620
(35.913425, -79.055433)",103 East Franklin Street,103 East Franklin Street,,Chapel Hill,NC,27514-3620,US,"(35.913425, -79.055433)",35.913425,-79.055433,06/22/2012 06:31:49 PM
Starbucks,11152,"Towers, VA",Company Owned,10071,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,540-343-0190,"2112 Colonial Ave., SW
Roanoke, VA 24015-3205
(37.254895, -79.955168)","2112 Colonial Ave., SW","2112 Colonial Ave., SW",,Roanoke,VA,24015-3205,US,"(37.254895, -79.955168)",37.254895,-79.955168,06/22/2012 06:31:50 PM
Starbucks,9851,Valley View,Company Owned,8597,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,540-366-1957,"4801 Valley View Blvd NW, Suite G
Roanoke, VA 24012-2043
(37.304596284634, -79.96266)","4801 Valley View Blvd NW, Suite G",4801 Valley View Blvd NW,Suite G,Roanoke,VA,24012-2043,US,"(37.304596284634, -79.96266)",37.304596284634,-79.96266,06/22/2012 06:31:50 PM
Starbucks,11660,Southern Hills,Company Owned,18044,Oven-warmed Food,Starbucks Card Mobile,Drive-Through,9999,Unknown,540-725-1106,"4109 SOUTHERN HILLS DR., SW
Roanoke, VA 24014-5216
(37.225984, -79.969247)","4109 SOUTHERN HILLS DR., SW","4109 SOUTHERN HILLS DR., SW",,Roanoke,VA,24014-5216,US,"(37.225984, -79.969247)",37.225984,-79.969247,06/22/2012 06:31:50 PM
Starbucks,11080,"Salem, VA",Company Owned,17957,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,540-986-1606,"129 Electric Road
Salem, VA 24153-4432
(37.296972, -80.027473)",129 Electric Road,129 Electric Road,,Salem,VA,24153-4432,US,"(37.296972, -80.027473)",37.296972,-80.027473,06/22/2012 06:31:50 PM
Starbucks,72978,Kroger-Roanoke #401,Licensed,14469,,Wireless Hotspot,,9999,Unknown,540-776-0050,"4404 Brambleton Ave
Roanoke, VA 24018-3427
(37.22446, -80.011825)",4404 Brambleton Ave,4404 Brambleton Ave,,Roanoke,VA,24018-3427,US,"(37.22446, -80.011825)",37.22446,-80.011825,06/22/2012 06:31:50 PM
Starbucks,11209,Spartan Square,Company Owned,17513,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,540-389-3692,"1499 West Main Street
Salem, VA 24153-3120
(37.289634, -80.082221)",1499 West Main Street,1499 West Main Street,,Salem,VA,24153-3120,US,"(37.289634, -80.082221)",37.289634,-80.082221,06/22/2012 06:31:50 PM
Starbucks,9784,Kent Square,Company Owned,8321,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,540-552-2579,"202 South Main Street
Blacksburg, VA 24060-4880
(37.228484, -80.413201)",202 South Main Street,202 South Main Street,,Blacksburg,VA,24060-4880,US,"(37.228484, -80.413201)",37.228484,-80.413201,06/22/2012 06:31:50 PM
Starbucks,3447,Blacksburg,Company Owned,15120,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,540-552-0742,"880 University City Blvd.
Blacksburg, VA 24060-2752
(37.235329, -80.433783)",880 University City Blvd.,880 University City Blvd.,,Blacksburg,VA,24060-2752,US,"(37.235329, -80.433783)",37.235329,-80.433783,06/22/2012 06:31:50 PM
Starbucks,9785,Christiansburg,Company Owned,8217,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,540-381-4574,"2475 North Franklin Street
Christiansburg, VA 24073-1003
(37.163299, -80.422741)",2475 North Franklin Street,2475 North Franklin Street,,Christiansburg,VA,24073-1003,US,"(37.163299, -80.422741)",37.163299,-80.422741,06/22/2012 06:31:50 PM
Starbucks,17002,Target Christiansburg T-1292,Licensed,87049,,,,0,Unknown,540-381-9459,"195 Conston Ave
Christiansburg, VA 24073-1151
(37.157604, -80.424047)",195 Conston Ave,195 Conston Ave,,Christiansburg,VA,24073-1151,US,"(37.157604, -80.424047)",37.157604,-80.424047,06/22/2012 06:31:50 PM
Starbucks,75490,Radford University - Hulburt Hall,Licensed,18022,,Wireless Hotspot,,9999,Unknown,540-831-7180,"East Main Street
Radford, VA 24142
(37.1387, -80.548)",East Main Street,East Main Street,,Radford,VA,24142,US,"(37.1387, -80.548)",37.1387,-80.548,06/22/2012 06:31:50 PM
Starbucks,13680,"Princeton, WV",Company Owned,6670,Oven-warmed Food,Starbucks Card Mobile,Drive-Through,9999,Unknown,304-431-2559,"1000 Oakvale Rd
Princeton, WV 24740-3918
(37.363614, -81.054277)",1000 Oakvale Rd,1000 Oakvale Rd,,Princeton,WV,24740-3918,US,"(37.363614, -81.054277)",37.363614,-81.054277,06/22/2012 06:31:50 PM
Starbucks,75719,Bluestone Travel Plaza,Licensed,13823,,,,9999,Unknown,,"Milepost 18 I-77
Princeton, WV 24740
(37.47456, -81.067374)",Milepost 18 I-77,Milepost 18 I-77,,Princeton,WV,24740,US,"(37.47456, -81.067374)",37.47456,-81.067374,06/22/2012 06:31:50 PM
Starbucks,14122,Wytheville,Company Owned,7671,Oven-warmed Food,Starbucks Card Mobile,Drive-Through,9999,Unknown,276-228-3801,"198 Commonwealth Dr, # 240
Wytheville, VA 24382
(36.957165, -81.097519)","198 Commonwealth Dr, # 240",198 Commonwealth Dr,# 240,Wytheville,VA,24382,US,"(36.957165, -81.097519)",36.957165,-81.097519,06/22/2012 06:31:50 PM
Starbucks,11640,University Parkway,Company Owned,17193,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,336-377-2046,"5980 University Parkway
Winston-Salem, NC 27105-1342
(36.187928, -80.27681)",5980 University Parkway,5980 University Parkway,,Winston-Salem,NC,27105-1342,US,"(36.187928, -80.27681)",36.187928,-80.27681,06/22/2012 06:31:50 PM
Starbucks,16923,Target Winston-Salem North T-1077,Licensed,87155,,,,0,Unknown,336-992-1680,"5420 University Pkwy
Winston-Salem, NC 27105-1366
(36.168168, -80.276999)",5420 University Pkwy,5420 University Pkwy,,Winston-Salem,NC,27105-1366,US,"(36.168168, -80.276999)",36.168168,-80.276999,06/22/2012 06:31:50 PM
Starbucks,11926,Reynolda Road,Company Owned,16943,Oven-warmed Food,"Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,336-761-3783,"2898 Reynolda Road
Winston-Salem, NC 27106-3168
(36.144274, -80.300479)",2898 Reynolda Road,2898 Reynolda Road,,Winston-Salem,NC,27106-3168,US,"(36.144274, -80.300479)",36.144274,-80.300479,06/22/2012 06:31:50 PM
Starbucks,8448,Mt. Tabor Place,Company Owned,16507,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,336-768-1221,"3327 Robinhood Road
Winston-Salem, NC 27106-5403
(36.116346, -80.312628)",3327 Robinhood Road,3327 Robinhood Road,,Winston-Salem,NC,27106-5403,US,"(36.116346, -80.312628)",36.116346,-80.312628,06/22/2012 06:31:50 PM
Starbucks,70058,Wake Forest University Z. Smith Rey,Licensed,10657,,Wireless Hotspot,,9999,Unknown,336-758-3542,"1834 Wake Forest Rd
Winston-Salem, NC 27109-6000
(36.1135, -80.2422)",1834 Wake Forest Rd,1834 Wake Forest Rd,,Winston-Salem,NC,27109-6000,US,"(36.1135, -80.2422)",36.1135,-80.2422,06/22/2012 06:31:50 PM
Starbucks,8517,Stratford Road,Company Owned,17621,"Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,336-721-0021,"110 Oakwood Drive, Space U122
Winston-Salem, NC 27103-1957
(36.090028, -80.282711)","110 Oakwood Drive, Space U122",110 Oakwood Drive,Space U122,Winston-Salem,NC,27103-1957,US,"(36.090028, -80.282711)",36.090028,-80.282711,06/22/2012 06:31:50 PM
Starbucks,75827,Embassy Suites Winston-Salem,Licensed,8198,,Wireless Hotspot,,9999,Unknown,336-722-0676,"460 N Cherry St
Winston-Salem, NC 27101-2898
(36.099605, -80.247472)",460 N Cherry St,460 N Cherry St,,Winston-Salem,NC,27101-2898,US,"(36.099605, -80.247472)",36.099605,-80.247472,06/22/2012 06:31:50 PM
